INSTNM,STABBR,LATITUDE,LONGITUDE,ICLEVEL
Sarasota School of Massage Therapy,FL,27.389606,-82.485901,3
Schuyler Steuben Chemung Tioga Allegany BOCES,NY,42.150743,-76.839771,3
DCI Career Institute,PA,40.675819,-80.31466400000002,3
Central Susquehanna Intermediate Unit LPN Career,PA,40.96285,-76.898531,3
Myotherapy College of Utah,UT,40.721945,-111.90056499999999,3
Graham Webb International Academy of Hair,VA,38.895782000000004,-77.069046,3
City College-Gainesville,FL,29.654852,-82.417302,1
Arizona State University-West,AZ,33.60726,-112.160021,1
Cortiva Institute-Westport,CT,41.133507,-73.367835,3
G Skin & Beauty Institute,IL,41.85140300000001,-87.94968399999998,3
Cosmetology Training Center,LA,30.180961,-92.073116,3
Stage One-The Hair School,LA,30.195982,-93.22160600000001,3
Empire Beauty School-Malden,MA,42.427368,-71.076619,3
Omaha School of Massage and Healthcare of Herzing University,NE,41.203481,-96.065044,2
Xenon International Academy-Omaha,NE,41.201963,-96.044713,2
Capri Institute of Hair Design-Brick,NJ,40.03772,-74.143232,3
Capri Institute of Hair Design-Kenilworth,NJ,40.688912,-74.29462,3
Capri Institute of Hair Design-Paramus,NJ,40.962697999999996,-74.07158299999998,3
Orlo School of Hair Design and Cosmetology,NY,42.674053,-73.784587,3
Eastland-Fairfield Career and Technical Schools,OH,39.88667,-82.884305,3
Empire Beauty School-Cincinnati,OH,39.22325,-84.588841,3
Mahoning County Career and Technical Center,OH,41.032696,-80.78766800000002,3
Pickaway Ross Joint Vocational School District,OH,39.362601,-83.0027,3
Pioneer Career and Technology Center,OH,40.903304999999996,-82.670445,3
Raphael's School of Beauty Culture Inc-Boardman,OH,41.023709999999994,-80.679801,2
Scioto County Career Technical Center,OH,38.854707,-82.979481,3
Trumbull Career & Technical Center,OH,41.280649,-80.82480699999998,3
Northwest Technology Center-Fairview,OK,36.261986,-98.496707,3
Pacific Bible College,OR,42.324959,-122.87410700000001,2
UCAS University of Cosmetology Arts & Sciences-Harlingen,TX,26.20168,-97.684044,3
Gene Juarez Academy of Beauty-Federal Way,WA,47.320505,-122.304472,3
Empire Beauty School-Green Bay,WI,44.477375,-88.076427,3
Warren County Career Center,OH,39.488772,-84.202969,2
Paul Mitchell the School-Wichita,KS,37.741502000000004,-97.2432,3
Pinnacle Institute of Cosmetology,NC,35.596894,-80.816426,3
Southern Careers Institute-Pharr,TX,26.211217,-98.201038,3
Laurel Technical Institute,PA,41.626047,-80.22229399999998,2
Florida National University-Main Campus,FL,25.86178,-80.321846,1
Georgia Institute of Cosmetology,GA,33.936847,-83.454584,3
Nouvelle Institute,FL,25.779494,-80.249645,3
Franklin Technology-MSSU,MO,37.095155,-94.461689,3
Professional Technical Institution Inc,PR,18.377668,-66.17473299999999,3
South Texas College,TX,26.217591,-98.25363399999999,1
Pike County Joint Vocational School District,OH,39.054045,-83.007113,3
Lorain County Joint Vocational School District,OH,41.262182,-82.213852,3
California State University-Monterey Bay,CA,36.652397,-121.796178,1
Bryant & Stratton College-Henrietta,NY,43.084122,-77.602378,2
Argosy University-The Art Institute of California-Hollywood,CA,34.166753,-118.37528,1
Ohio Media School-Valley View,OH,41.393531,-81.615624,3
EINE Inc,MA,42.598024,-71.220396,3
Marian Health Careers Center-Los Angeles Campus,CA,34.062096000000004,-118.295073,3
Cleveland Clinic Health System-School of Diagnostic Imaging,OH,41.598918,-81.54855400000002,2
Academy for Nursing and Health Occupations,FL,26.706529999999997,-80.12149699999998,2
Shawsheen Valley School of Practical Nursing,MA,42.546696000000004,-71.217926,3
Shear Ego International School of Hair Design,NY,43.208124,-77.60282099999998,3
Remington College-Memphis Campus,TN,35.071403000000004,-89.98988100000004,1
Fayette Institute of Technology,WV,37.988801,-81.146785,3
Capella University,MN,44.976286,-93.268796,1
College of Menominee Nation,WI,44.859044,-88.625628,1
Leech Lake Tribal College,MN,47.395686,-94.651563,2
Spartan College of Aeronautics & Technology,CA,33.956018,-118.37774399999999,2
Stone Academy-Waterbury,CT,41.54509,-72.98033000000002,3
East San Gabriel Valley Regional Occupational Program,CA,34.076805,-117.93711599999999,2
Yukon Beauty College Inc,OK,35.508293,-97.74668,3
United Education Institute-Morrow,GA,33.574109,-84.33589599999998,3
Toni & Guy Hairdressing Academy-Atlanta,GA,33.952158000000004,-84.51406999999998,3
Mitchell's Hair Styling Academy-Raleigh,NC,35.76465200000001,-78.742438,3
Artistic Academy of Hair Design,NJ,40.855589,-74.486405,3
Motoring Technical Training Institute,MA,41.791885,-71.32490899999998,3
Mech-Tech College,PR,18.237102,-66.053276,2
Baldwin Beauty School-North Austin,TX,30.365855,-97.729371,3
Jean Madeline Aveda Institute,PA,39.940744,-75.148414,3
Pacific College of Oriental Medicine-New York,NY,40.7088,-74.006721,1
Johnson & Wales University-North Miami,FL,25.894337,-80.164797,1
Tricoci University of Beauty Culture-Indianapolis,IN,39.928723,-86.03113,3
Trine University-Regional/Non-Traditional Campuses,IN,41.172352000000004,-85.106453,1
Pennsylvania Highlands Community College,PA,40.26408,-78.837175,2
Nevada Career Institute,NV,36.217975,-115.20841999999999,2
Empire Beauty School-Hanover,PA,39.818109,-76.99514599999998,3
Industrial Management Training Institute,CT,41.549618,-73.035893,3
Faris Technical Institute Inc,TX,29.982156,-93.99745,3
Allen School-Jamaica,NY,40.704694,-73.796295,3
Premiere Career College,CA,34.079755,-117.990894,2
Tennessee Academy of Cosmetology-Stage Road,TN,35.204104,-89.828905,3
The University of Texas MD Anderson Cancer Center,TX,29.707015999999996,-95.396804,1
Paul Mitchell the School-Huntsville,AL,34.681465,-86.752565,3
Estes Institute of Cosmetology Arts and Science,CA,36.330422,-119.28923400000001,3
Baldwin Park Adult & Community Education,CA,34.09673,-117.95948600000001,3
Ventura Adult and Continuing Education,CA,34.256060999999995,-119.21956100000001,3
Howell Cheney THS/CT Aero Tech School,CT,41.735077000000004,-72.652599,2
College of Business and Technology-Miami Campus,FL,25.76859,-80.33742099999998,1
City College-Altamonte Springs,FL,28.663604,-81.40221899999997,2
Empire Beauty School-Dunwoody,GA,33.931981,-84.332317,3
Cobb Beauty College Inc,GA,34.029027,-84.608874,3
Career Center of Southern Illinois,IL,38.289727,-89.948787,3
Crave Beauty Academy,KS,37.684374,-97.387374,3
Camelot College,LA,30.473452,-91.115413,3
Hastings Beauty School,MN,44.744595000000004,-92.85025999999999,3
Kirksville Area Technical Center,MO,40.18649,-92.56510300000001,3
South Central Career Center,MO,36.738067,-91.856803,3
Saline County Career Center,MO,39.115031,-93.21108000000001,3
Warrensburg Area Career Center,MO,38.761649,-93.70714,3
Nevada Regional Technical Center,MO,37.860997,-94.363136,3
Cass Career Center,MO,38.660247999999996,-94.333774,3
Applied Technology Services,MO,38.542285,-90.413236,3
Central College of Cosmetology,MO,37.806945,-92.142861,3
Southeast Missouri Hospital College of Nursing and Health Sciences,MO,37.302453,-89.54587,1
Messenger College,TX,32.85076,-97.161015,1
Tennessee Academy of Cosmetology-Shelby Drive,TN,35.048674,-89.828731,3
Durham Beauty Academy,NC,35.96296500000001,-78.977967,3
Union County Vocational Technical School,NJ,40.616490999999996,-74.358205,3
Prism Career Institute-Philadelphia,PA,40.057804,-75.046375,3
Clinton Essex Warren Washington BOCES,NY,44.69322800000001,-73.51790600000002,2
Jefferson Lewis BOCES-Practical Nursing Program,NY,43.970515,-75.97014,3
Veeb Nassau County School of Practical Nursing,NY,40.766548,-73.520569,3
Cattaraugus Allegany BOCES-Practical Nursing Program,NY,42.093196,-78.405395,3
Orange Ulster BOCES-Practical Nursing Program,NY,41.38922,-74.32204899999998,3
Wayne Finger Lakes BOCES-Practical Nursing Program,NY,43.038167,-77.08179399999999,3
Broome Delaware Tioga BOCES-Practical Nursing Program,NY,42.129647999999996,-75.93473900000002,3
Washington Saratoga Warren Hamilton Essex BOCES-Practical Nursing Program,NY,43.321490000000004,-73.59433100000003,3
Albany BOCES-Adult Practical Nursing Program,NY,42.745684999999995,-73.835752,3
Ulster BOCES School of Practical Nursing,NY,41.976572999999995,-73.993015,3
Eastern Suffolk BOCES,NY,40.777958,-73.23780500000002,3
Rockland County BOCES-Practical Nursing Program,NY,41.121255,-73.979871,3
New York College of Health Professions,NY,40.809329,-73.516191,1
Charles Stuart School of Diamond Setting,NY,40.608484000000004,-73.95855999999998,3
Penta County Joint Vocational School,OH,41.584263,-83.57159399999998,3
Career and Technology Education Centers of Licking County,OH,40.099973,-82.429175,3
Northern Career Institute,OH,41.653845000000004,-81.447126,3
Washington County Career Center-Adult Technical Training,OH,39.432990000000004,-81.50106,2
Ohio Media School-Cincinnati,OH,39.158004999999996,-84.458763,3
Ohio Technical Center at Vantage Career Center,OH,40.882295,-84.570198,3
Indian Capital Technology Center-Muskogee,OK,35.774921,-95.31189499999999,2
Western Technology Center,OK,35.35284199999999,-99.180998,3
Mid-America Technology Center,OK,34.912498,-97.364174,3
Northeast Technology Center-Pryor,OK,36.309115999999996,-95.42505600000001,3
Eastern Oklahoma County Technology Center,OK,35.516890999999994,-97.266991,3
Wes Watkins Technology Center,OK,35.233305,-96.266262,3
York County School of Technology-Adult & Continuing Education,PA,39.929887,-76.685449,3
Chester County Intermediate Unit,PA,40.005928000000004,-75.680728,3
Jefferson County Dubois Area Vocational Technical Practical Nursing Program,PA,41.109805,-78.892397,3
Greater Johnstown Career and Technology Center,PA,40.272734,-78.83114,3
Mifflin County Academy of Science and Technology,PA,40.605321,-77.554092,3
Lenape Technical School Practical Nursing Program,PA,40.767446,-79.521054,3
Venango County Area Vocational Technical School,PA,41.426491999999996,-79.687135,3
Lancaster County Career and Technology Center,PA,39.984811,-76.266186,2
Lebanon County Area Vocational Technical School,PA,40.341561999999996,-76.390376,3
Indiana County Technology Center,PA,40.646071,-79.121853,3
Northern Tier Career Center,PA,41.80173900000001,-76.487394,3
Clarion County Career Center Practical Nursing Program,PA,41.233525,-79.425593,3
Hazleton Area Career Center,PA,40.971393,-75.99218,3
All-State Career School-Pittsburgh,PA,40.358492,-79.93713000000002,3
Colegio Tecnologico y Comercial de Puerto Rico,PR,18.378976,-67.186306,3
Quality Technical and Beauty College,PR,18.394314,-66.147188,3
D'Mart Institute,PR,18.182694,-66.29298399999999,3
Automeca Technical College-Aguadilla,PR,18.448501999999998,-67.1418,3
Fortis Institute-Cookeville,TN,36.143182,-85.478651,2
North Central Institute,TN,36.61484,-87.425177,2
Pipo Academy of Hair Design,TX,31.78446,-106.45971100000001,3
Tint School of Makeup and Cosmetology-Dallas,TX,32.708337,-97.001678,3
United Technical Center,WV,39.310658000000004,-80.358395,3
Charles H McCann Technical School,MA,42.66457800000001,-73.10149,3
Central California School of Continuing Education,CA,35.262091,-120.64846999999999,2
Mercy Hospital School of Practical Nursing-Plantation General Hospital,FL,25.740254,-80.213971,3
Marion Technical College,FL,29.178271000000002,-82.14787700000002,2
Rivertown School of Beauty Barber Skin Care and Nails,GA,32.51013,-84.97068,3
Atlanta Institute of Music and Media,GA,33.961164000000004,-84.105311,2
Illinois Media School,IL,41.840367,-88.025464,3
New Dimensions School of Hair Design,MO,37.085285999999996,-94.509389,3
Forbes Road Career and Technology Center,PA,40.450234,-79.74847199999998,3
Jna Institute of Culinary Arts,PA,39.935232,-75.16767800000002,2
Cortiva Institute-Seattle,WA,47.622787,-122.33204199999999,3
Putnam Career and Technical Center,WV,38.535038,-81.923563,3
Argosy University-Northern Virginia,VA,38.894264,-77.075925,1
Crawford County Career and Technical Center Practical Nursing Program,PA,41.633675,-80.12616700000002,3
Texas College of Cosmetology-San Angelo,TX,31.420928000000004,-100.47194,3
Beauty Schools of America-Hialeah,FL,25.865702,-80.303784,3
Automeca Technical College-Bayamon,PR,18.406325,-66.180088,3
Automeca Technical College-Caguas,PR,18.230554,-66.037144,3
Automeca Technical College-Ponce,PR,18.011391,-66.636854,3
Centura College-Chesapeake,VA,36.765954,-76.227712,1
University of Phoenix-Hawaii,HI,21.307923000000002,-157.863834,1
Cortiva Institute-Miami,FL,25.783553,-80.325685,2
Prism Career Institute-Cherry Hill,NJ,39.931301,-75.051138,3
Escuela de Peritos Electricistas de Isabela Inc,PR,18.469368,-67.029427,3
Virginia College-Birmingham,AL,33.471075,-86.818106,1
Virginia College-Huntsville,AL,34.703457,-86.590914,1
Yeshiva D'monsey Rabbinical College,NY,41.114173,-74.06472099999998,1
Lincoln Technical Institute-Mahwah,NJ,41.083771,-74.14884599999998,2
Career Technical Institute,DC,38.904,-77.032461,2
Northwest Vista College,TX,29.471308,-98.70513000000001,2
Oconee Fall Line Technical College,GA,32.996687,-82.839621,2
York County Community College,ME,43.306796999999996,-70.590783,2
Northeast Technology Center-Afton,OK,36.730369,-94.929123,3
Western Suffolk BOCES,NY,40.877083,-73.343689,2
Arkansas State University-Mountain Home,AR,36.320465999999996,-92.388581,2
Columbia Gorge Community College,OR,45.590724,-121.190197,2
Arizona State University-Polytechnic,AZ,33.307142,-111.677225,1
Colleen O'Haras Beauty Academy,CA,33.748189,-117.868136,3
Tillamook Bay Community College,OR,45.456603,-123.813624,2
Argosy University-Schaumburg,IL,42.046729,-88.042085,1
Manhattan School of Computer Technology,NY,40.63473,-73.967118,3
Ross College-Hopkinsville,KY,36.834025,-87.474774,2
Indian Capital Technology Center-Sallisaw,OK,35.446542,-94.792967,3
Indian Capital Technology Center-Stilwell,OK,35.840694,-94.634121,3
Paul Mitchell the School-St. George,UT,37.08341400000001,-113.60648799999998,3
Cadillac Institute of Cosmetology,MI,44.251375,-85.400655,3
Arizona College-Glendale,AZ,33.566359999999996,-112.154233,2
Vanguard-Sentinel Adult Career and Technology Center,OH,41.365056,-83.128188,3
House of Heavilin Beauty College-Raymore,MO,38.812989,-94.467053,3
Living Arts College,NC,35.942892,-78.555726,1
New York Conservatory for Dramatic Arts,NY,40.740148,-73.993388,2
Eastern International College-Jersey City,NJ,40.73517800000001,-74.060452,1
Academia Serrant Inc,PR,18.009587,-66.61413,3
Champion Institute of Cosmetology,CA,33.813346,-116.54591599999999,3
Pacific College,CA,33.680043,-117.873382,1
American College of Healthcare and Technology,CA,33.901581,-117.49350700000001,2
Compu-Med Vocational Careers Corp,FL,25.848446,-80.306915,3
Advantage Technical College,PR,18.428048999999998,-66.493084,3
Oregon Coast Community College,OR,44.603136,-124.046973,2
Gwinnett College-Sandy Springs,GA,33.937705,-84.378704,2
Mildred Elley-Pittsfield Campus,MA,42.4491,-73.256461,3
Embry-Riddle Aeronautical University-Worldwide,FL,29.189903,-81.048367,1
Merkaz Bnos-Business School,NY,40.601511,-73.997176,2
Lia Schorr Institute of Cosmetic Skin Care Training,NY,40.764401,-73.976807,3
CET-Alexandria,VA,38.802702000000004,-77.142637,3
Aviation Institute of Maintenance-Chesapeake,VA,36.778525,-76.268688,2
Centura College-Richmond Main,VA,37.499342999999996,-77.543157,2
Osceola Technical College,FL,28.298647999999996,-81.349696,2
Miami Ad School-Wynwood,FL,25.803,-80.204791,2
Green Country Technology Center,OK,35.63293,-95.9365,3
Nova College de Puerto Rico,PR,18.398357999999998,-66.16055899999999,2
John Wesley International Barber and Beauty College,CA,33.775812,-118.192659,3
Platt College-Lawton,OK,34.605627,-98.389416,2
Southeastern College-West Palm Beach,FL,26.702215999999996,-80.085966,2
Ottawa University-Milwaukee,WI,43.02963,-88.115185,1
Argosy University-Tampa,FL,27.955166,-82.482545,1
The Illinois Institute of Art-Schaumburg,IL,42.048249,-88.044026,1
Klamath Community College,OR,42.195028,-121.69885500000001,2
The Art Institute of Phoenix,AZ,33.566817,-112.10749399999999,1
L3 Commercial Training Solutions Airline Academy,FL,28.778579999999998,-81.251511,3
Urban College of Boston,MA,42.352922,-71.0642,2
Golf Academy of America-Orlando,FL,28.67274,-81.451511,2
Golf Academy of America-Phoenix,AZ,33.33619,-111.839051,2
Strayer University-Maryland,MD,38.827438,-76.91803900000002,1
Empire Beauty School-Bordentown,NJ,40.173971,-74.702495,3
Empire Beauty School-Monroeville,PA,40.434651,-79.785227,3
Southern Careers Institute-San Antonio,TX,29.355774,-98.494238,3
Cortiva Institute-Virginia,VA,38.063947,-78.48818100000003,3
Cayce/Reilly School of Massage,VA,36.892697999999996,-75.990945,3
CET-Sacramento,CA,38.524559,-121.393025,3
Prism Career Institute-West Atlantic City,NJ,39.377288,-74.493112,3
The Creative Center,NE,41.290921999999995,-96.082837,1
Studio Jewelers,NY,40.745464,-73.983774,3
Praxis Institute,FL,25.765385000000002,-80.22532700000002,3
San Juan Bautista School of Medicine,PR,18.220528,-66.050389,1
